nthreads,test,routine,MFLOPS
5,xcl2,gemv,10150.07
5,xcl2,hbmv,3542.11
5,xcl2,hpmv,4498.20
5,xcl2,hemv,15187.92
5,xcl2,tbmv,2460.95
5,xcl2,tpmv,5871.33
5,xcl2,trmv,9356.65
5,xcl2,tbsv,1052.27
5,xcl2,tpsv,13005.38
5,xcl2,trsv,9982.76
5,xcl2,gerc,7548.85
5,xcl2,geru,7552.87
5,xcl2,ger2c,7485.35
5,xcl2,ger2u,7531.46
5,xcl2,hpr,11443.90
5,xcl2,her,7396.28
5,xcl2,hpr2,20218.53
5,xcl2,her2,11466.52
5,xzl2,gbmv,2951.97
5,xzl2,gemv,5918.17
5,xzl2,hbmv,3318.16
5,xzl2,hpmv,4763.03
5,xzl2,hemv,9575.82
5,xzl2,tbmv,3190.75
5,xzl2,tpmv,4858.77
5,xzl2,trmv,5540.87
5,xzl2,tbsv,865.55
5,xzl2,tpsv,6277.71
5,xzl2,trsv,5865.98
5,xdl2,gbmv,900.78
5,xdl2,gemv,3501.48
5,xdl2,sbmv,1284.73
5,xdl2,spmv,3260.08
5,xdl2,symv,4977.25
5,xdl2,tbmv,686.10
5,xdl2,tpmv,3505.48
5,xdl2,trmv,3339.92
5,xdl2,tbsv,368.26
5,xdl2,tpsv,3698.47
5,xdl2,trsv,3532.51
5,xdl2,ger,2832.20
5,xdl2,ger2,2856.82
5,xdl2,spr,3086.15
5,xdl2,syr,2784.57
5,xdl2,spr2,5746.60
5,xdl2,syr2,5253.47
5,xsl2,gbmv,1110.15
5,xsl2,gemv,7112.46
5,xsl2,sbmv,1382.06
5,xsl2,spmv,3575.16
5,xsl2,symv,9389.70
5,xsl2,tbmv,670.95
5,xsl2,tpmv,7037.87
5,xsl2,trmv,6637.21
5,xsl2,tbsv,409.88
5,xsl2,tpsv,7772.91
5,xsl2,trsv,7367.48
5,xsl2,ger,5546.86
5,xsl2,ger2,5520.25
5,xsl2,spr,6408.58
5,xsl2,syr,5305.96
5,xsl2,spr2,12062.85
5,xsl2,syr2,9893.25
5,xcl3,gemm,539956.30
5,xcl3,hemm,570424.27
5,xcl3,herk,362870.71
5,xcl3,her2k,392797.80
5,xcl3,symm,572761.10
5,xcl3,syr2k,389438.08
5,xcl3,syrk,369149.78
5,xcl3,trmm,436378.41
5,xcl3,trsm,282336.18
5,xzl3,gemm,313936.36
5,xzl3,hemm,325303.51
5,xzl3,herk,236596.71
5,xzl3,her2k,241017.35
5,xzl3,symm,327014.02
5,xzl3,syr2k,247732.31
5,xzl3,syrk,236959.26
5,xzl3,trmm,256664.10
5,xzl3,trsm,222836.75
5,xdl3,gemm,247578.98
5,xdl3,symm,251465.83
5,xdl3,syrk,166134.23
5,xdl3,syr2k,180775.48
5,xdl3,trmm,182886.26
5,xdl3,trsm,136997.91
5,xsl3,gemm,396952.27
5,xsl3,symm,385061.22
5,xsl3,syrk,231569.20
5,xsl3,syr2k,283594.92
5,xsl3,trmm,264626.42
5,xsl3,trsm,117822.10
6,xcl1,nrm2,2750.95
6,xcl1,amax,1792.30
6,xcl1,asum,1733.02
6,xcl1,axpy,6809.11
6,xcl1,copy,1963.67
6,xcl1,swap,3148.32
6,xcl1,dotc,7483.68
6,xcl1,dotu,7582.47
6,xzl1,nrm2,2707.80
6,xzl1,amax,1257.66
6,xzl1,asum,1598.70
6,xzl1,axpy,3303.25
6,xzl1,copy,914.63
6,xzl1,swap,1530.55
6,xzl1,dotc,3429.28
6,xzl1,dotu,3420.80
6,xdl1,nrm2,596.16
6,xdl1,amax,2165.38
6,xdl1,asum,1514.60
6,xdl1,axpy,1692.25
6,xdl1,copy,1110.52
6,xdl1,swap,1572.31
6,xdl1,dot,2104.53
6,xdl1,rotm,4041.35
6,xsl1,nrm2,717.33
6,xsl1,amax,4676.51
6,xsl1,asum,1707.56
6,xsl1,axpy,3826.02
6,xsl1,copy,2087.60
6,xsl1,swap,3473.62
6,xsl1,dot,4808.33
6,xsl1,rotm,6500.40
6,xsl1,dsdot,1739.07
6,xsl1,sdsdot,1737.78
6,xcl2,gbmv,2940.92
6,xcl2,gemv,10221.97
6,xcl2,hbmv,3584.08
6,xcl2,hpmv,4492.06
6,xcl2,hemv,15081.98
6,xcl2,tbmv,2410.00
6,xcl2,tpmv,5818.75
6,xcl2,trmv,9309.07
6,xcl2,tbsv,1046.16
6,xcl2,tpsv,12909.02
6,xcl2,trsv,9962.62
6,xcl2,gerc,7517.00
6,xcl2,geru,7542.56
6,xcl2,ger2c,7528.88
6,xcl2,ger2u,7531.47
6,xcl2,hpr,11283.21
6,xcl2,her,7380.25
6,xcl2,hpr2,20108.66
6,xcl2,her2,11503.25
6,xzl2,gbmv,2919.07
6,xzl2,gemv,5831.70
6,xzl2,hbmv,3318.08
6,xzl2,hpmv,4741.41
6,xzl2,hemv,9570.53
6,xzl2,tbmv,3061.52
6,xzl2,tpmv,4894.07
6,xzl2,trmv,5525.83
6,xzl2,tbsv,895.01
6,xzl2,tpsv,6252.50
6,xzl2,trsv,5814.62
6,xdl2,gbmv,947.08
6,xdl2,gemv,3439.66
6,xdl2,sbmv,1301.96
6,xdl2,spmv,3185.36
6,xdl2,symv,4979.02
6,xdl2,tbmv,694.95
6,xdl2,tpmv,3433.32
6,xdl2,trmv,3300.23
6,xdl2,tbsv,370.98
6,xdl2,tpsv,3625.42
6,xdl2,trsv,3511.78
6,xdl2,ger,2817.93
6,xdl2,ger2,2828.66
6,xdl2,spr,3033.52
6,xdl2,syr,2774.67
6,xdl2,spr2,5720.97
6,xdl2,syr2,5208.28
6,xsl2,gbmv,1083.58
6,xsl2,gemv,6998.91
6,xsl2,sbmv,1376.31
6,xsl2,spmv,3532.43
6,xsl2,symv,9384.87
6,xsl2,tbmv,672.11
6,xsl2,tpmv,7033.21
6,xsl2,trmv,6553.32
6,xsl2,tbsv,388.85
6,xsl2,tpsv,7553.13
6,xsl2,trsv,7242.10
6,xsl2,ger,5431.33
6,xsl2,ger2,5458.30
6,xsl2,spr,6446.85
6,xsl2,syr,5207.61
6,xsl2,spr2,11793.28
6,xsl2,syr2,9807.93
6,xcl3,gemm,636329.42
6,xcl3,hemm,619636.46
6,xcl3,herk,397957.03
6,xcl3,her2k,480728.38
6,xcl3,symm,651953.87
6,xcl3,syr2k,467565.12
6,xcl3,syrk,446682.21
6,xcl3,trmm,513386.91
6,xcl3,trsm,326108.50
6,xzl3,gemm,370022.08
6,xzl3,hemm,370679.36
6,xzl3,herk,269474.45
6,xzl3,her2k,277309.75
6,xzl3,symm,374957.73
6,xzl3,syr2k,266970.42
6,xzl3,syrk,274405.63
6,xzl3,trmm,310575.05
6,xzl3,trsm,258765.17
6,xdl3,gemm,291474.07
6,xdl3,symm,294274.55
6,xdl3,syrk,205335.56
6,xdl3,syr2k,209978.97
6,xdl3,trmm,228551.00
6,xdl3,trsm,158514.51
6,xsl3,gemm,479636.86
6,xsl3,symm,456601.46
6,xsl3,syrk,309275.25
6,xsl3,syr2k,374647.73
6,xsl3,trmm,338129.01
6,xsl3,trsm,133946.85
7,xcl1,nrm2,2747.95
7,xcl1,amax,1791.92
7,xcl1,asum,1730.66
7,xcl1,axpy,6822.45
7,xcl1,copy,1967.73
7,xcl1,swap,3131.31
7,xcl1,dotc,7589.01
7,xcl1,dotu,7586.67
7,xzl1,nrm2,2717.91
7,xzl1,amax,1261.66
7,xzl1,asum,1617.35
7,xzl1,axpy,3358.32
7,xzl1,copy,941.02
7,xzl1,swap,1566.91
7,xzl1,dotc,3536.13
7,xzl1,dotu,3552.86
