test,module,cores,MFLOPS
xcl1,foss-2020b,24,47265.5
xdl1,foss-2020b,24,4.36
xsl1,foss-2020b,24,4.18
xzl1,foss-2020b,24,25605.9
xcl2,foss-2020b,24,60899.7
xdl2,foss-2020b,24,20641.3
xsl2,foss-2020b,24,33487.8
xzl2,foss-2020b,24,24092.3
xcl3,foss-2020b,24,742930.0
xdl3,foss-2020b,24,331565.5
xsl3,foss-2020b,24,651289.4
xzl3,foss-2020b,24,330566.0
