core_cnt,run1,run2,run3,run4,run5
1,1930,1910,1950
4,1730,1760,1730
8,1700,1700,1670
12,1730,1720,1710
18,1710,1720,1680
24,1720,1700,1700
48,1700,1700,1720
72,1870,2260,1770
96,1830,1820,1830
